unitid,year,instatetuition,costs,faculty,white_cohortsize
219082,2002,2080,21,82,260
219082,2003,2163,21,79,254
219082,2004,2223,22,81,221
219082,2005,2290,24,77,265
219082,2006,2382,23,80,276
219082,2007,2478,24,89,220
219082,2008,2646,26,89,240
219082,2009,2751,28,92,252
219082,2010,2994,31,93,273
219198,1991,6690,5,40,114
219198,1992,7078,6,44,100
219198,1993,7470,7,39,112
219198,1994,7727,8,41,112
219198,1995,8196,8,43,88
219198,1996,8649,8,39,108
219198,1997,9168,8,54,125
219198,1998,9628,8,33,123
219198,1999,9248,9,31,119
219198,2000,9710,9,34,146
219198,2001,9942,11,38,136
219198,2002,11580,11,45,134
219198,2003,12506,12,44,148
219198,2004,13256,10,50,138
219198,2005,14050,11,48,132
219198,2006,14752,12,49,119
219198,2007,15638,12,50,94
219198,2008,16420,13,54,125
219198,2009,17078,12,43,96
219198,2010,18102,12,42,107
219259,1991,1835,18,126,487
219259,1992,1978,18,102,568
219259,1993,2120,19,105,598
219259,1994,2243,20,122,612
219259,1995,2455,20,123,544
219259,1996,2526,20,104,510
219259,1997,2704,20,105,502
219259,1998,2842,21,96,404
219259,1999,1750,21,90,440
219259,2000,1812,23,92,399
219259,2001,1872,24,95,363
219259,2002,1950,26,98,343
219259,2003,2163,27,98,297
219259,2004,2223,27,100,321
219259,2005,2290,28,94,329
219259,2006,2382,28,93,315
219259,2007,2478,30,92,302
219259,2008,2646,31,91,347
219259,2009,2751,34,96,273
219259,2010,2994,35,96,324
219356,1991,2045,79,355,1278
219356,1992,2146,87,354,1458
219356,1993,2252,96,367,1631
219356,1994,2534,97,365,1640
219356,1995,2705,96,375,1615
219356,1996,2784,101,367,1437
219356,1997,2912,103,361,1444
219356,1998,3128,112,371,1444
219356,1999,1867,120,355,1313
219356,2000,1933,122,350,1363
219356,2001,1997,131,346,1396
219356,2002,2080,136,367,1671
219356,2003,2307,145,397,1881
219356,2004,2371,157,408,1824
219356,2005,2443,170,411,1646
219356,2006,2382,173,423,1688
219356,2007,2478,188,493,1764
219356,2008,2646,207,478,1886
219356,2009,2751,224,476,1889
219356,2010,2994,241,479,1985
219471,1991,1977,63,329,1110
219471,1992,2073,70,345,1153
219471,1993,2294,76,361,1166
219471,1994,2580,79,354,1055
219471,1995,2803,78,339,1095
219471,1996,2885,83,318,833
219471,1997,2918,80,328,842
219471,1998,3216,86,323,824
219471,1999,1867,89,322,781
219471,2000,1933,90,297,811
219471,2001,1997,96,272,843
219471,2002,2080,100,312,876
219471,2003,2307,109,327,855
219471,2004,2371,115,336,841
219471,2005,2443,123,285,908
219471,2006,2541,126,287,998
219471,2007,2643,145,254,810
219471,2008,2646,151,310,835
219471,2009,2751,153,309,791
219471,2010,2994,162,299,840
219602,1991,1628,36,208,563
219602,1992,1726,37,229,577
219602,1993,1800,43,253,587
219602,1994,1878,47,264,553
219602,1995,1946,49,268,591
219602,1996,2108,50,276,609
219602,1997,2280,51,272,595
219602,1998,2470,53,267,612
219602,1999,2584,58,269,506
219602,2000,2222,61,275,630
219602,2001,2556,63,281,642
219602,2002,2748,67,269,662
219602,2003,3132,67,261,677
219602,2004,3352,70,262,837
219602,2005,3678,79,290,869
219602,2006,3828,85,294,809
219602,2007,4058,95,286,739
219602,2008,4302,106,302,858
219602,2009,4584,109,310,1038
219602,2010,4824,112,327,981
219709,1991,6100,20,132,223
219709,1992,6480,24,132,264
219709,1993,7300,27,150,307
219709,1994,8000,27,150,311
219709,1995,8750,32,154,313
219709,1996,9500,35,158,389
219709,1997,10300,40,164,365
219709,1998,11050,44,187,377
219709,1999,11300,43,184,447
219709,2000,11990,43,175,479
219709,2001,13040,47,166,455
219709,2002,13690,53,195,476
219709,2003,15164,55,208,555
219709,2004,15360,63,203,661
219709,2005,16360,69,214,715
219709,2006,17470,75,227,679
219709,2007,18780,79,243,706
219709,2008,20070,93,273,800
219709,2009,21770,102,276,870
219709,2010,22530,103,290,877
219718,1991,4350,5,25,98
219718,1992,5250,5,26,86
219718,1993,6200,6,27,97
219718,1994,6636,6,28,96
219718,1995,7000,6,28,125
219718,1996,6990,7,29,156
219718,1997,6990,7,30,60
219718,1998,6990,7,35,70
219718,1999,7800,8,34,110
219718,2000,7860,9,35,104
219718,2001,8180,11,37,103
219718,2002,8180,13,38,85
219718,2003,9360,16,36,90
219718,2004,9360,18,58,149
219718,2005,10016,22,66,139
219718,2006,10516,26,61,144
219718,2007,11040,23,84,145
219718,2008,11592,26,87,168
219718,2009,11592,29,97,195
219718,2010,12288,34,110,265
219949,1991,4700,4,31,153
219949,1992,5000,5,32,147
219949,1993,5500,6,33,134
219949,1994,6220,6,55,81
219949,1995,6950,7,63,137
219949,1996,7440,9,66,128
219949,1997,8590,10,66,149
219949,1998,9000,12,55,197
219949,1999,9850,14,52,141
219949,2000,10530,11,58,145
219949,2001,10950,12,64,164
219949,2002,11660,13,70,128
219949,2003,12130,13,63,113
219949,2004,12130,13,54,159
219949,2005,13344,14,50,178
219949,2006,14010,15,48,138
219949,2007,14710,15,40,158
219949,2008,15820,16,36,154
219949,2009,16530,17,39,160
219949,2010,17356,17,48,130
220075,1991,1456,100,450,1481
220075,1992,1554,106,474,1450
220075,1993,1680,116,486,1159
220075,1994,1720,125,494,1273
220075,1995,1878,135,496,1371
220075,1996,1928,146,442,1392
220075,1997,2100,154,481,1339
220075,1998,2384,164,482,1357
220075,1999,2020,177,476,1313
220075,2000,2222,174,474,1321
220075,2001,2556,206,473,1322
220075,2002,2748,200,490,1325
220075,2003,3132,205,500,1433
220075,2004,3352,204,462,1311
220075,2005,3678,219,469,1404
220075,2006,3828,234,479,1495
220075,2007,4058,247,499,1669
220075,2008,4302,276,505,1665
220075,2009,4584,291,516,1785
220075,2010,4824,297,536,1714
220215,1991,5040,14,70,275
220215,1992,5560,14,65,269
220215,1993,5605,15,75,276
220215,1994,6270,16,73,265
220215,1995,6620,17,79,279
220215,1996,7120,18,83,298
220215,1997,7524,15,84,279
220215,1998,7894,15,87,339
220215,1999,7328,19,95,287
220215,2000,7696,22,94,336
220215,2001,8080,23,93,317
220215,2002,8568,25,94,385
220215,2003,9300,26,97,347
220215,2004,10080,28,99,342
220215,2005,10500,31,106,340
220215,2006,11100,34,112,331
220215,2007,11100,35,108,346
220215,2008,11700,36,113,368
220215,2009,12060,37,106,358
220215,2010,12840,34,97,328
220613,1991,4418,13,73,336
220613,1992,4282,14,75,278
220613,1993,4560,15,74,337
220613,1994,4788,17,75,403
220613,1995,5132,17,94,479
220613,1996,5472,20,87,504
220613,1997,5636,23,94,627
220613,1998,5966,24,99,640
220613,1999,6118,27,119,626
220613,2000,6700,31,125,594
220613,2001,7336,29,132,588
220613,2002,8040,31,133,610
220613,2003,8520,35,152,548
220613,2004,8950,38,142,621
220613,2005,9400,40,168,629
220613,2006,9888,44,169,648
220613,2007,10392,47,174,624
220613,2008,10824,49,160,705
220613,2009,11100,50,148,692
220613,2010,11660,51,161,678
220631,1991,4790,11,55,290
220631,1992,5250,12,61,302
220631,1993,5530,12,69,197
220631,1994,6070,12,74,182
220631,1995,6550,12,70,185
220631,1996,6950,12,72,186
220631,1997,7400,12,72,110
220631,1998,8100,12,77,156
220631,1999,8520,13,74,102
220631,2000,9600,14,76,146
220631,2001,10800,15,79,124
220631,2002,11760,14,80,135
220631,2003,11760,18,91,160
220631,2004,12600,19,94,143
220631,2005,13104,21,101,105
220631,2006,13752,25,113,185
220631,2007,14400,29,116,198
220631,2008,15120,37,120,209
220631,2009,15120,53,138,243
220631,2010,16200,56,150,254
220710,1991,8400,10,47,128
220710,1992,9580,11,50,172
220710,1993,10428,12,50,161
220710,1994,11350,13,47,206
220710,1995,12246,15,51,197
220710,1996,13030,18,57,231
220710,1997,14425,13,61,227
220710,1998,15425,14,61,206
220710,1999,15600,15,58,285
220710,2000,16224,16,58,244
220710,2001,16985,17,59,257
220710,2002,18260,18,64,208
220710,2003,19180,19,65,270
220710,2004,20465,21,66,292
220710,2005,21624,22,67,292
220710,2006,23125,23,79,265
220710,2007,24675,26,80,271
220710,2008,26272,28,95,262
220710,2009,27296,28,79,260
220710,2010,28798,28,79,226
221351,1991,12958,30,104,345
221351,1992,13950,33,109,330
221351,1993,14916,34,110,350
221351,1994,15358,35,113,385
221351,1995,15920,35,109,340
221351,1996,16550,40,116,357
221351,1997,17518,32,115,370
221351,1998,18196,35,119,343
221351,1999,18561,37,114,382
221351,2000,19303,38,125,352
221351,2001,20366,41,137,359
221351,2002,21366,44,139,379
221351,2003,22628,46,149,397
221351,2004,23964,48,148,424
221351,2005,26175,51,157,375
221351,2006,27450,55,147,375
221351,2007,30342,57,149,357
221351,2008,32136,59,155,342
221351,2009,33400,61,159,297
221351,2010,34270,62,164,390
221519,1991,13505,31,97,297
221519,1992,14060,37,95,317
221519,1993,14910,41,99,315
221519,1994,15525,39,102,355
221519,1995,16140,41,107,356
221519,1996,16790,46,111,339
221519,1997,17555,46,114,343
221519,1998,18350,50,121,357
221519,1999,18900,52,122,358
221519,2000,19940,54,124,357
221519,2001,21140,57,126,319
221519,2002,22370,58,122,327
221519,2003,23930,58,135,382
221519,2004,25374,60,128,361
221519,2005,26874,64,132,383
221519,2006,28528,66,138,357
221519,2007,30438,72,136,352
221519,2008,32488,75,129,354
221519,2009,33900,79,133,331
221519,2010,35590,77,136,338
221731,1991,5564,6,26,74
221731,1992,5990,6,32,54
221731,1993,6430,5,35,66
221731,1994,7070,6,26,49
221731,1995,6100,5,28,71
221731,1996,6300,5,30,132
221731,1997,6500,4,28,94
221731,1998,6950,4,31,102
221731,1999,7400,5,40,130
221731,2000,7900,5,41,121
221731,2001,8500,6,42,111
221731,2002,10000,7,43,112
221731,2003,11000,7,44,86
221731,2004,12000,7,42,124
221731,2005,13000,8,45,122
221731,2006,14000,9,46,132
221731,2007,15000,10,49,138
221731,2008,16500,12,46,215
221731,2009,18000,13,52,218
221731,2010,18500,14,51,180
221847,1991,1485,69,371,1288
221847,1992,1634,70,369,1294
221847,1993,1710,72,376,1257
221847,1994,1772,77,378,1165
221847,1995,1840,76,386,1052
221847,1996,1890,79,371,1053
221847,1997,2116,80,362,1005
221847,1998,2306,80,363,956
221847,1999,2020,86,369,1087
221847,2000,2222,86,365,1183
221847,2001,2556,92,361,1173
221847,2002,2748,94,371,1228
221847,2003,3132,101,362,1221
221847,2004,3352,102,372,1258
221847,2005,3678,108,358,1239
221847,2006,3828,116,372,1337
221847,2007,4058,122,373,1469
221847,2008,4302,132,368,1414
221847,2009,4584,140,371,1676
221847,2010,4824,135,380,1662
221892,1991,5720,13,86,154
221892,1992,6220,12,53,158
221892,1993,6721,12,57,125
221892,1994,7036,12,57,116
221892,1995,7856,13,64,196
221892,1996,8644,17,65,166
221892,1997,8660,14,64,164
221892,1998,9536,16,63,176
221892,1999,10016,17,64,178
221892,2000,10528,18,67,198
221892,2001,10848,19,71,199
221892,2002,11390,22,74,180
221892,2003,11960,23,77,195
221892,2004,12792,24,77,208
221892,2005,13432,26,73,207
221892,2006,14774,28,79,211
221892,2007,15512,30,76,209
221892,2008,16288,33,80,183
221892,2009,16776,34,87,203
221892,2010,18318,36,87,180
222178,1991,6510,43,175,546
222178,1992,6900,43,165,436
222178,1993,7170,45,160,441
222178,1994,7440,45,164,524
222178,1995,7800,48,168,771
222178,1996,8660,54,186,761
222178,1997,9180,51,189,813
222178,1998,9710,54,201,857
222178,1999,9810,58,208,749
222178,2000,10410,63,218,856
222178,2001,11130,67,228,845
222178,2002,11910,69,226,761
222178,2003,12750,75,227,763
222178,2004,13650,76,216,808
222178,2005,14610,82,211,821
222178,2006,15630,84,216,777
222178,2007,16710,94,222,683
222178,2008,17880,96,221,761
222178,2009,19200,105,228,730
222178,2010,21510,105,241,785
222983,1991,9465,21,85,251
222983,1992,10085,21,84,219
222983,1993,10740,21,84,218
222983,1994,11280,22,85,213
222983,1995,12070,23,87,215
222983,1996,12675,23,87,289
222983,1997,13435,23,83,246
222983,1998,14205,25,83,262
222983,1999,14785,26,79,254
222983,2000,15177,29,82,280
222983,2001,15792,31,85,235
222983,2002,16392,32,91,261
222983,2003,17740,33,94,257
222983,2004,18980,34,97,283
222983,2005,20310,34,91,253
222983,2006,23355,37,92,241
222983,2007,24760,41,95,233
222983,2008,26370,42,94,203
222983,2009,27690,42,95,260
222983,2010,29075,45,93,195
223232,1991,6110,126,598,1763
223232,1992,6590,135,589,1879
223232,1993,7070,141,601,1958
223232,1994,7624,149,599,1802
223232,1995,8444,155,600,1796
223232,1996,8806,170,606,1895
223232,1997,9478,155,606,1856
223232,1998,10316,165,629,2204
223232,1999,9870,184,676,2107
223232,2000,10650,203,700,2229
223232,2001,11370,218,725,2198
223232,2002,15700,245,756,1992
223232,2003,16750,273,777,1945
223232,2004,17900,286,770,1924
223232,2005,19050,304,755,2156
223232,2006,20574,317,767,2065
223232,2007,22220,343,813,1897
223232,2008,23664,378,823,2041
223232,2009,25320,410,859,1947
223232,2010,26966,421,870,2050
224004,1991,6090,6,26,94
224004,1992,6360,6,27,95
224004,1993,6760,6,31,87
224004,1994,7380,7,34,79
224004,1995,7980,7,33,73
224004,1996,8680,8,33,101
224004,1997,9500,7,34,89
224004,1998,10500,7,38,99
224004,1999,11500,8,43,93
224004,2000,12500,9,40,88
224004,2001,13120,10,38,139
224004,2002,14300,11,40,120
224004,2003,15300,12,37,101
224004,2004,16050,12,44,98
224004,2005,16740,13,37,136
224004,2006,17800,14,38,133
224004,2007,18600,17,44,100
224004,2008,20100,24,51,144
224004,2009,20800,26,55,146
224004,2010,21700,28,55,137
224323,1991,8600,24,99,209
224323,1992,9400,26,102,169
224323,1993,10200,30,108,171
224323,1994,10810,30,99,186
224323,1995,11375,30,104,183
224323,1996,12113,33,104,190
224323,1997,12790,30,106,175
224323,1998,13672,33,118,217
224323,1999,14354,35,125,206
224323,2000,15028,38,127,184
224323,2001,15824,42,129,192
224323,2002,16694,44,130,207
224323,2003,17612,45,125,190
224323,2004,18582,41,121,158
224323,2005,19604,40,116,200
224323,2006,20780,44,121,209
224323,2007,21819,45,125,245
224323,2008,23250,47,125,236
224323,2009,24646,50,125,179
224323,2010,27815,48,135,257
225432,1991,1150,29,149,95
225432,1992,1358,30,153,85
225432,1993,1506,31,153,103
225432,1994,1566,33,157,86
225432,1995,1646,33,166,86
225432,1996,1866,39,166,69
225432,1997,2046,39,175,85
225432,1998,2106,41,181,89
225432,1999,1140,48,191,58
225432,2000,1200,51,205,94
225432,2001,1200,63,219,97
225432,2002,2220,73,243,76
225432,2003,2088,89,236,115
225432,2004,3170,75,246,99
225432,2005,2700,81,261,86
225432,2006,2898,88,289,79
225432,2007,3240,91,281,73
225432,2008,3240,102,281,71
225432,2009,3360,112,290,71
225432,2010,3552,131,291,51
225548,1991,4160,10,73,203
225548,1992,4430,11,70,219
225548,1993,5070,12,84,259
225548,1994,5490,13,90,249
225548,1995,5940,14,90,267
225548,1996,6450,16,93,265
225548,1997,7109,14,90,237
225548,1998,8460,14,85,255
225548,1999,8400,16,90,228
225548,2000,8400,18,82,301
225548,2001,9200,20,74,241
225548,2002,9700,19,70,241
225548,2003,10300,19,71,217
225548,2004,11000,19,75,209
225548,2005,11500,20,72,206
225548,2006,13440,21,78,238
225548,2007,15000,18,78,159
225548,2008,16350,19,76,222
225548,2009,17600,19,77,126
225548,2010,18850,19,82,224
225627,1991,7200,21,100,97
225627,1992,7800,21,123,82
225627,1993,8250,23,136,81
225627,1994,9030,25,142,92
225627,1995,9690,27,134,101
225627,1996,10150,31,124,106
225627,1997,10600,27,122,91
225627,1998,11200,29,129,101
225627,1999,11850,33,123,87
225627,2000,12470,36,122,102
225627,2001,13220,39,122,93
225627,2002,14000,45,130,105
225627,2003,14800,51,138,95
225627,2004,15600,48,148,107
225627,2005,16500,51,160,131
225627,2006,17400,56,175,129
225627,2007,18400,63,183,146
225627,2008,19400,73,200,193
225627,2009,20400,84,219,156
225627,2010,21000,89,245,169
226231,1991,7350,11,49,181
226231,1992,7940,16,50,157
226231,1993,8460,16,50,180
226231,1994,8970,18,55,169
226231,1995,9430,21,55,195
226231,1996,10220,23,56,146
226231,1997,10724,20,52,182
226231,1998,11264,21,58,236
226231,1999,11570,26,59,229
226231,2000,12090,27,59,261
226231,2001,12670,27,59,211
226231,2002,13240,31,62,214
226231,2003,14010,35,66,294
226231,2004,14850,37,70,272
226231,2005,15710,39,72,276
226231,2006,16720,43,72,271
226231,2007,17710,47,84,263
226231,2008,18940,51,85,283
226231,2009,20100,52,79,265
226231,2010,21510,49,87,244
226833,1991,1359,26,154,569
226833,1992,1474,28,155,509
226833,1993,1666,30,163,440
226833,1994,1735,33,174,502
226833,1995,1870,33,178,458
226833,1996,1477,38,180,482
226833,1997,1498,42,188,505
226833,1998,1789,43,192,531
226833,1999,1140,46,197,550
226833,2000,1200,53,198,495
226833,2001,1260,52,199,480
226833,2002,1320,52,200,461
226833,2003,1380,56,200,438
226833,2004,1152,55,215,391
226833,2005,1200,58,203,544
226833,2006,1200,65,216,481
226833,2007,1200,69,213,542
226833,2008,1200,73,212,490
226833,2009,1200,76,225,487
226833,2010,1200,86,226,511
227216,1991,1046,172,782,1655
227216,1992,1196,183,762,1382
227216,1993,1273,197,751,1457
227216,1994,1339,198,738,1505
227216,1995,1439,203,733,1597
227216,1996,1705,211,735,1630
227216,1997,1776,217,725,1646
227216,1998,2075,232,729,1772
227216,1999,1656,245,729,1903
227216,2000,1824,266,752,2003
227216,2001,2016,307,775,2005
227216,2002,2288,324,808,2044
227216,2003,2392,328,786,2310
227216,2004,3444,339,824,2234
227216,2005,3144,364,838,2363
227216,2006,3372,380,836,2385
227216,2007,4035,389,871,2236
227216,2008,4528,431,898,2187
227216,2009,5060,476,960,1888
227216,2010,5363,537,1004,1857
227331,1991,6472,19,92,34
227331,1992,7564,21,95,39
227331,1993,8160,24,101,31
227331,1994,8644,28,106,26
227331,1995,9134,30,102,24
227331,1996,9674,30,109,47
227331,1997,10366,27,121,58
227331,1998,10872,30,124,49
227331,1999,11150,32,128,36
227331,2000,11708,34,128,24
227331,2001,12528,37,128,37
227331,2002,13404,40,129,27
227331,2003,14650,42,83,53
227331,2004,15594,44,125,28
227331,2005,17048,45,118,28
227331,2006,17900,44,97,24
227331,2007,18616,44,112,25
227331,2008,19732,42,111,30
227331,2009,20324,42,108,21
227331,2010,21400,43,112,46
227526,1991,1148,57,234,13
227526,1992,1316,65,245,24
227526,1993,1537,71,232,32
227526,1994,1684,73,229,21
227526,1995,1926,72,235,20
227526,1996,2146,80,234,21
227526,1997,2436,80,235,10
227526,1998,2496,82,236,11
227526,1999,1140,90,289,5
227526,2000,1200,97,273,21
227526,2001,1260,102,258,17
227526,2002,1320,99,280,22
227526,2003,1380,114,343,17
227526,2004,1440,121,334,17
227526,2005,1500,134,327,18
227526,2006,3765,151,341,11
227526,2007,4350,153,333,18
227526,2008,4590,172,340,35
227526,2009,4884,180,341,21
227526,2010,5077,186,347,24
227757,1991,7700,159,421,416
227757,1992,8500,169,416,416
227757,1993,9644,175,422,421
227757,1994,10400,188,428,403
227757,1995,11122,196,449,409
227757,1996,12031,206,435,354
227757,1997,13094,197,436,451
227757,1998,14131,206,455,403
227757,1999,15350,221,463,393
227757,2000,15438,240,467,423
227757,2001,16300,259,471,343
227757,2002,16925,287,503,388
227757,2003,17800,315,530,393
227757,2004,18863,334,545,416
227757,2005,21203,350,567,386
227757,2006,23786,371,567,338
227757,2007,26633,396,583,340
227757,2008,29188,424,598,339
227757,2009,31303,467,619,355
227757,2010,33120,498,627,416
227845,1991,7764,24,81,168
227845,1992,8376,26,80,169
227845,1993,8902,28,83,194
227845,1994,9428,30,89,192
227845,1995,9950,31,91,199
227845,1996,10400,32,93,197
227845,1997,10730,26,92,197
227845,1998,11160,28,91,192
227845,1999,11438,30,99,182
227845,2000,11896,34,108,223
227845,2001,12728,40,118,220
227845,2002,13620,48,125,256
227845,2003,14710,54,139,296
227845,2004,15960,58,141,334
227845,2005,17320,64,155,341
227845,2006,18800,71,169,387
227845,2007,20400,77,182,413
227845,2008,22150,83,188,406
227845,2009,24040,88,187,400
227845,2010,26084,93,198,361
227863,1991,6830,11,86,79
227863,1992,7442,14,88,79
227863,1993,8042,16,91,90
227863,1994,8667,17,102,96
227863,1995,9423,18,97,102
227863,1996,9975,20,114,102
227863,1997,10577,19,98,105
227863,1998,11210,21,101,93
227863,1999,11700,23,102,102
227863,2000,12300,25,107,98
227863,2001,13050,28,112,102
227863,2002,13800,32,117,98
227863,2003,15000,32,114,116
227863,2004,16200,35,117,116
227863,2005,16950,37,121,108
227863,2006,17700,39,129,103
227863,2007,18900,43,131,98
227863,2008,20190,46,132,86
227863,2009,21510,49,125,104
227863,2010,23160,48,135,58
228042,1991,7385,8,35,114
228042,1992,7975,8,35,99
228042,1993,8610,9,40,98
228042,1994,8995,9,35,105
228042,1995,9335,10,33,148
228042,1996,9735,11,39,148
228042,1997,9900,9,39,150
228042,1998,10490,9,43,157
228042,1999,10990,11,41,174
228042,2000,11540,12,43,171
228042,2001,12118,17,45,146
228042,2002,12118,16,49,119
228042,2003,13240,16,47,132
228042,2004,14040,15,53,154
228042,2005,14742,16,51,105
228042,2006,15479,17,54,173
228042,2007,16408,17,56,179
228042,2008,17392,18,59,183
228042,2009,18132,19,60,190
228042,2010,18948,21,59,163
228149,1991,7170,38,159,103
228149,1992,8000,42,149,116
228149,1993,8276,45,169,114
228149,1994,8828,48,172,117
228149,1995,9527,53,177,113
228149,1996,9934,50,180,122
228149,1997,10668,48,182,105
228149,1998,11280,52,178,114
228149,1999,11500,50,191,101
228149,2000,12160,53,187,143
228149,2001,12980,57,183,92
228149,2002,14727,61,185,136
228149,2003,15992,67,189,107
228149,2004,17256,69,190,93
228149,2005,18274,71,184,73
228149,2006,19334,71,183,99
228149,2007,20300,73,187,110
228149,2008,20600,78,192,87
228149,2009,21320,80,197,99
228149,2010,21980,84,196,84
228246,1991,11768,150,490,1004
228246,1992,12688,159,484,961
228246,1993,13580,165,483,861
228246,1994,14396,173,483,906
228246,1995,15228,180,485,963
228246,1996,15990,186,493,936
228246,1997,16790,181,502,977
228246,1998,17628,200,500,975
228246,1999,16422,225,519,1002
228246,2000,17406,248,519,981
228246,2001,18450,253,520,1073
228246,2002,19466,254,535,1080
228246,2003,20926,265,563,1049
228246,2004,22496,281,575,1015
228246,2005,23846,299,603,1120
228246,2006,25400,315,609,1069
228246,2007,27400,346,633,1042
228246,2008,29430,367,656,1050
228246,2009,31200,406,660,958
228246,2010,33040,394,668,1003
228343,1991,9400,22,81,269
228343,1992,10300,23,81,249
228343,1993,11000,24,87,275
228343,1994,11850,26,87,273
228343,1995,12700,27,85,257
228343,1996,13400,28,92,245
228343,1997,14000,29,91,278
228343,1998,14600,32,95,331
228343,1999,15000,35,97,288
228343,2000,15750,39,103,270
228343,2001,16650,41,110,260
228343,2002,17570,44,115,244
228343,2003,18870,44,114,261
228343,2004,20220,44,121,283
228343,2005,21900,48,118,262
228343,2006,23650,51,120,267
228343,2007,25740,52,122,286
228343,2008,27940,53,121,252
228343,2009,30220,55,125,284
228343,2010,31630,58,124,268
228431,1991,1042,81,403,1841
228431,1992,1338,85,408,1923
228431,1993,1515,92,391,1946
228431,1994,1704,95,384,1786
228431,1995,1907,98,378,1481
228431,1996,2127,99,383,1632
228431,1997,2247,103,402,1854
228431,1998,2408,109,406,1830
228431,1999,1140,119,412,1719
228431,2000,960,121,411,1624
228431,2001,1728,124,411,1521
228431,2002,1848,128,442,1452
228431,2003,2088,134,430,1322
228431,2004,2688,132,417,1257
228431,2005,3024,132,431,1343
228431,2006,3240,147,432,1515
228431,2007,3528,165,429,1421
228431,2008,3744,177,432,1416
228431,2009,3864,186,451,1440
228431,2010,4076,198,447,1192
228459,1991,1130,130,625,2010
228459,1992,1406,141,608,1690
228459,1993,1578,151,641,1647
228459,1994,1466,153,608,1773
228459,1995,1588,160,625,1802
228459,1996,2022,164,625,1753
228459,1997,2214,172,607,1737
228459,1998,2388,184,616,1923
228459,1999,1140,196,635,1806
228459,2000,1200,215,661,1873
228459,2001,1260,237,688,1872
228459,2002,2640,243,693,1997
228459,2003,2208,279,707,2104
228459,2004,2616,281,736,2067
228459,2005,3024,299,779,2172
228459,2006,3312,308,833,2038
228459,2007,3840,367,870,2148
228459,2008,4080,376,934,2253
228459,2009,4368,430,983,2371
228459,2010,4584,463,1053,2323
228501,1991,946,16,91,154
228501,1992,1108,17,90,130
228501,1993,1224,20,95,145
228501,1994,1452,22,104,183
228501,1995,1508,22,102,205
228501,1996,1642,26,106,175
228501,1997,1750,32,117,138
228501,1998,1834,31,118,148
228501,1999,912,30,121,117
228501,2000,960,33,116,130
228501,2001,1536,35,111,139
228501,2002,1632,40,117,98
228501,2003,1824,40,118,127
228501,2004,2064,41,118,115
228501,2005,2256,43,121,132
228501,2006,2400,50,125,81
228501,2007,2688,50,123,84
228501,2008,2784,53,128,109
228501,2009,2928,53,128,112
228501,2010,3072,57,127,95
228529,1991,992,34,196,806
228529,1992,1104,37,198,833
228529,1993,1184,41,204,829
228529,1994,1322,43,208,870
228529,1995,1566,41,221,935
228529,1996,1774,43,203,850
228529,1997,2331,45,228,546
228529,1998,2412,52,234,562
228529,1999,1488,53,255,547
228529,2000,1608,66,274,421
228529,2001,1728,74,294,701
228529,2002,1920,81,278,862
228529,2003,2136,83,281,1118
228529,2004,2400,86,284,1041
228529,2005,2640,91,304,1013
228529,2006,2880,100,315,1066
228529,2007,3120,109,320,1011
228529,2008,3324,118,359,1053
228529,2009,3324,133,345,991
228529,2010,3455,142,344,1129
228705,1991,882,42,188,224
228705,1992,882,45,188,234
228705,1993,882,49,192,268
228705,1994,1370,54,190,252
228705,1995,1418,53,198,210
228705,1996,1634,56,186,253
228705,1997,1774,63,204,193
228705,1998,1822,69,202,225
228705,1999,1140,70,202,176
228705,2000,1200,78,245,224
228705,2001,1260,70,289,233
228705,2002,1320,89,209,226
228705,2003,1104,90,214,200
228705,2004,1440,90,211,171
228705,2005,2448,94,284,155
228705,2006,2640,98,294,189
228705,2007,2800,102,300,140
228705,2008,3104,112,302,194
228705,2009,3104,130,340,193
228705,2010,4066,153,360,213
228723,1991,1224,741,1540,4915
228723,1992,1488,763,1550,4745
228723,1993,1646,801,1546,4975
228723,1994,1770,836,1517,4586
228723,1995,1988,871,1505,4602
228723,1996,1948,911,1496,5154
228723,1997,2740,965,1637,5098
228723,1998,2897,1025,1651,6011
228723,1999,2280,1084,1753,5529
228723,2000,2400,1202,1667,5346
228723,2001,2520,1159,1582,5149
228723,2002,2640,1383,1775,5445
228723,2003,2895,1430,1813,5236
228723,2004,3675,1418,1898,5276
228723,2005,4110,1561,1907,5099
228723,2006,4371,1557,2116,5620
228723,2007,4680,1621,2179,6107
228723,2008,4898,1917,2648,5754
228723,2009,5152,1992,2316,5630
228723,2010,5297,2042,2625,5544
228769,1991,1054,139,602,1077
228769,1992,1236,144,613,1010
228769,1993,1159,153,608,832
228769,1994,1206,160,644,823
228769,1995,1560,167,655,777
228769,1996,1859,181,673,707
228769,1997,2106,182,618,716
228769,1998,2398,190,665,723
228769,1999,1824,188,636,775
228769,2000,1920,201,642,866
228769,2001,2016,222,649,1001
228769,2002,2112,227,678,1193
228769,2003,2208,235,743,1399
228769,2004,2904,245,735,993
228769,2005,3306,280,769,973
228769,2006,5930,303,784,979
228769,2007,6464,324,812,963
228769,2008,7780,354,825,942
228769,2009,8186,368,821,987
228769,2010,8500,410,864,920
228778,1991,1189,756,2060,3881
228778,1992,1372,784,2062,3696
228778,1993,1691,849,2099,3737
228778,1994,1815,863,2111,3825
228778,1995,2208,876,2115,4001
228778,1996,2612,934,2056,4071
228778,1997,2866,984,2163,4638
